_url,name,birth_year,weight,height,nationality
aitor-kintana,Aitor  Kintana,1975.0,60.0,171.0,Spain
lars-van-den-berg,Lars van den Berg,1998.0,72.0,185.0,Netherlands
evgeny-kobernyak,Evgeny  Kobernyak,1995.0,59.0,170.0,Russia
alan-riou,Alan  Riou,1997.0,68.0,176.0,France
philippe-crepel,Philippe  Crépel,1945.0,,,France
arkadiusz-wojtas,Arkadiusz  Wojtas,1977.0,,,Poland
erik-breukink,Erik  Breukink,1964.0,70.0,185.0,Netherlands
oscar-lopez-uriarte,Oscar  López,1970.0,,,Spain
simon-yates,Simon  Yates,1992.0,58.0,172.0,Great Britain
kevin-colleoni,Kevin  Colleoni,1999.0,66.0,180.0,Italy
carlos-rodriguez-cano,Carlos  Rodríguez,2001.0,67.0,183.0,Spain
luigi-belli,Luigi  Belli,1964.0,,,Italy
matthias-kessler,Matthias  Kessler,1979.0,70.0,172.0,Germany
jeanpierre-biderre,Jean-pierre  Biderre,1950.0,,,France
johan-meens,Johan  Meens,1999.0,62.0,174.0,Belgium
joaquim-silva,Joaquim  Silva,1992.0,66.0,185.0,Portugal
sergio-ghisalberti,Sergio  Ghisalberti,1979.0,,,Italy
thomas-de-gendt,Thomas De Gendt,1986.0,73.0,179.0,Belgium
bjorg-lambrecht,Bjorg  Lambrecht,1997.0,56.0,169.0,Belgium
max-kanter,Max  Kanter,1997.0,68.0,176.0,Germany
cristian-salvato,Cristian  Salvato,1971.0,,,Italy
magnus-cort-nielsen,Magnus  Cort,1993.0,68.0,184.0,Denmark
serguei-yakovlev,Serguei  Yakovlev,1976.0,70.0,175.0,Kazakhstan
adam-yates,Adam  Yates,1992.0,58.0,173.0,Great Britain
christian-brasseur,Christian  Brasseur,1949.0,,,Belgium
yauheni-hutarovich,Yauheni  Hutarovich,1983.0,71.0,178.0,Belarus
sabino-angoitia,Sabino  Angoitia,1958.0,,,Spain
nicola-testi,Nicola  Testi,1990.0,,,Italy
bruno-cornillet,Bruno  Cornillet,1963.0,,,France
jacques-verbrugge,Jacques  Verbrugge,1955.0,,,Netherlands
giampaolo-caruso,Giampaolo  Caruso,1980.0,60.0,173.0,Italy
rene-bittinger,René  Bittinger,1954.0,69.0,174.0,France
maurice-eyers,Maurice  Eyers,1948.0,,,Belgium
johan-van-der-meer,Johan van der Meer,1954.0,,,Netherlands
marco-frigo,Marco  Frigo,2000.0,65.0,188.0,Italy
joel-nicolau,Joel  Nicolau,1997.0,66.0,176.0,Spain
peter-hofland,Peter  Hofland,1958.0,,,Netherlands
juan-carlos-lopez-marin,Juan Carlos  López,1981.0,,,Colombia
jose-alberto-martinez,José Alberto  Martinez,1975.0,67.0,176.0,Spain
jean-louis-gauthier,Jean-Louis  Gauthier,1955.0,,,France
anastasio-greciano,Anastasio  Greciano,1952.0,,,Spain
giorgio-cecchinel,Giorgio  Cecchinel,1989.0,69.0,176.0,Italy
joel-hauvieux,Joël  Hauvieux,1949.0,,,France
dieter-puschel,Dieter  Puschel,1939.0,,,Germany
mariano-bayon,Mariano  Bayon,1960.0,,,Spain
jose-bento-carvalho-de-azevedo,José Bento  Azevedo,1973.0,59.0,173.0,Portugal
xavier-tondo,Xavier  Tondo,1978.0,68.0,182.0,Spain
felipe-yanez,Felipe  Yáñez,1953.0,,,Spain
miguel-ugartemendia,Miguel  Ugartemendia,1960.0,,,Spain
christophe-laporte,Christophe  Laporte,1992.0,76.0,191.0,France
giusvan-piovaccari,Giusvan  Piovaccari,1973.0,,,Italy
alvaro-sierra-1,Alvaro  Sierra,1967.0,,,Colombia
sigmund-hermann,Sigmund  Hermann,1959.0,,,Liechtenstein
alexandre-trubine,Alexandre  Trubine,1966.0,,,Russia
olivier-le-gac,Olivier Le Gac,1993.0,70.0,180.0,France
edgar-corredor,Edgar  Corredor,1960.0,,,Colombia
david-martin-romero,David  Martin,1999.0,68.0,177.0,Spain
simone-biasci,Simone  Biasci,1970.0,,,Italy
dario-gadeo,Dario  Gadeo,1975.0,,,Spain
david-herrero-llorente,David  Herrero,1979.0,61.0,173.0,Spain
serghei-tvetcov,Serghei  Țvetcov,1988.0,69.0,178.0,Romania
enrico-maestrelli,Enrico  Maestrelli,1958.0,,,Italy
marcel-renggij,Marcel  Renggij,1974.0,,,Switzerland
benjamin-le-montagner,Benjamin Le Montagner,1986.0,,,France
luc-roosen,Luc  Roosen,1964.0,,,Belgium
frank-vandenbroucke,Frank  Vandenbroucke,1974.0,67.0,179.0,Belgium
jacek-bodyk,Jacek  Bodyk,1966.0,,,Poland
jeremy-lecroq,Jérémy  Lecroq,1995.0,70.0,189.0,France
tomaz-nose,Tomaž  Nose,1982.0,,,Slovenia
jose-patrocinio-jimenez,José Patrocinio  Jiménez,1953.0,,,Colombia
walter-calzoni,Walter  Calzoni,2001.0,,172.0,Italy
gaizka-lasa-larraya,Gaizka  Lasa,1982.0,,,Spain
magno-prado,Magno  Nazaret,1986.0,65.0,172.0,Brazil
alessandro-tonelli,Alessandro  Tonelli,1992.0,64.0,176.0,Italy
hans-boom,Hans  Boom,1958.0,,,Netherlands
luca-colombo,Luca  Colombo,1969.0,,,Italy
anthony-charteau,Anthony  Charteau,1979.0,67.0,175.0,France
james-lewis-perry,James Lewis  Perry,1979.0,,,South Africa
junichi-kikuta,Junichi  Kikuta,1966.0,,,Japan
francisco-codony,Francisco  Codony,1955.0,,,Spain
oleg-chuzhda,Oleg  Chuzhda,1985.0,,,Ukraine
diego-rubio,Diego  Rubio,1991.0,81.0,191.0,Spain
marek-lesniewski,Marek  Lesniewski,1963.0,,185.0,Poland
bernard-croyet,Bernard  Croyet,1948.0,,,France
nick-gates,Nick  Gates,1972.0,71.0,183.0,Australia
robert-wagner,Robert  Wagner,1983.0,75.0,186.0,Germany
uwe-bolten,Uwe  Bolten,1959.0,,,Germany
mauro-angelucci,Mauro  Angelucci,1961.0,,,Italy
william-frischkorn-1,William  Frischkorn,1981.0,68.0,183.0,United States
cristian-gasperoni,Cristian  Gasperoni,1970.0,,,Italy
ruben-diaz-de-cerio,Rubén  Díaz de Cerio,1976.0,,,Spain
jorge-capitan,Jorge  Capitan,1977.0,,,Spain
martin-marcellusi,Martin  Marcellusi,2000.0,62.0,172.0,Italy
hector-patarroyo,Hector  Patarroyo,1958.0,,,Colombia
jon-irisarri,Jon  Irisarri,1995.0,66.0,175.0,Spain
jean-pierre-delphis,Jean-Pierre  Delphis,1969.0,,,France
iker-ballarin-manso,Iker  Ballarin,1997.0,,,Spain
stefanino-cecini,Stefanino  Cecini,1966.0,,,Italy
jose-luis-arrieta,José Luis  Arrieta,1971.0,68.0,178.0,Spain
taylor-phinney,Taylor  Phinney,1990.0,82.0,197.0,United States
dario-mariuzzo,Dario  Mariuzzo,1961.0,,,Italy
martin-aun,Martin  Aun,1964.0,,,Estonia
kristijan-koren,Kristijan  Koren,1986.0,72.0,183.0,Slovenia
tim-harris,Tim  Harris,1962.0,,,Great Britain
patrick-schelling,Patrick  Schelling,1990.0,61.0,173.0,Switzerland
vladimir-isaychev,Vladimir  Isaychev,1986.0,80.0,188.0,Russia
troels-vinther,Troels Rønning  Vinther,1987.0,68.0,182.0,Denmark
andrea-guardini,Andrea  Guardini,1989.0,66.0,175.0,Italy
giacomo-berlato,Giacomo  Berlato,1992.0,60.0,169.0,Italy
ruslan-pidgornyy,Ruslan  Pidgornyy,1977.0,72.0,184.0,Ukraine
thierry-hupond,Thierry  Hupond,1984.0,65.0,178.0,France
piero-onesti,Piero  Onesti,1959.0,,,Italy
javier-megias,Javier  Megías,1983.0,63.0,173.0,Spain
romain-maes2,Romain  Maes,1950.0,,,Belgium
mathis-le-berre,Mathis Le Berre,2001.0,68.0,176.0,France
stefano-cavallari,Stefano  Cavallari,1978.0,,,Italy
zhandos-bizhigitov,Zhandos  Bizhigitov,1991.0,76.0,192.0,Kazakhstan
francesco-bellotti,Francesco  Bellotti,1979.0,65.0,179.0,Italy
marcelino-garcia,Marcelino  García,1971.0,,,Spain
emile-de-haes,Emiel De Haes,1955.0,,,Belgium
daniel-gisiger,Daniel  Gisiger,1954.0,,,Switzerland
tony-bracke,Tony  Bracke,1971.0,,,Belgium
karel-sels,Karel  Sels,1951.0,,,Belgium
sebastian-lander,Sebastian  Lander,1991.0,70.0,175.0,Denmark
luca-barla,Luca  Barla,1987.0,,,Italy
gianmarco-saccani,Gianmarco  Saccani,1959.0,,,Italy
juan-sebastian-molano,Juan Sebastián  Molano,1994.0,72.0,180.0,Colombia
antonino-parrinello,Antonino  Parrinello,1988.0,68.0,178.0,Italy
nicolas-edet,Nicolas  Edet,1987.0,60.0,176.0,France
jos-haex,Jos  Haex,1959.0,,,Belgium
david-moncoutie,David  Moncoutié,1975.0,69.0,180.0,France
thorwald-veneberg,Thorwald  Veneberg,1977.0,75.0,186.0,Netherlands
christian-callens,Christian  Callens,1947.0,,,Belgium
charles-planet,Charles  Planet,1993.0,71.0,179.0,France
lennie-kristensen,Lennie  Kristensen,1968.0,70.0,183.0,Denmark
renaud-boxus,Renaud  Boxus,1973.0,,,Belgium
javier-garciandia,Javier  Garciandia,1965.0,,,Spain
marc-van-den-brande2,Marc Van Den Brande,1959.0,,,Belgium
charles-dionne,Charles  Dionne,1979.0,,,Canada
dominik-roels,Dominik  Roels,1987.0,75.0,185.0,Germany
eduardo-castello,Eduardo  Castello,1940.0,,,Spain
silvano-ricco,Silvano  Ricco,1959.0,,,Italy
massimiliano-maisto,Massimiliano  Maisto,1980.0,,,Italy
daniel-girard,Daniel  Girard,1956.0,,,Switzerland
paul-martens,Paul  Martens,1983.0,69.0,178.0,Germany
giuseppe-milioli,Giuseppe  Milioli,1945.0,,,Italy
michael-carbel,Michael  Carbel,1995.0,73.0,180.0,Denmark
yannis-voisard,Yannis  Voisard,1998.0,56.0,,Switzerland
paidi-o-brien,Paídi  O'Brien,1984.0,,,Ireland
juan-carlos-arribas,Juan Carlos  Arribas,1966.0,,,Spain
enrico-poitschke,Enrico  Poitschke,1969.0,73.0,179.0,Germany
antonio-soto,Antonio Jesús  Soto,1994.0,66.0,175.0,Spain
sebastian-lang,Sebastian  Lang,1979.0,77.0,187.0,Germany
andreas-leknessund,Andreas  Leknessund,1999.0,72.0,186.0,Norway
paolo-botarelli,Paolo  Botarelli,1966.0,,,Italy
scott-sunderland,Scott  Sunderland,1966.0,65.0,179.0,Australia
alfred-wright,Fred  Wright,1999.0,75.0,184.0,Great Britain
patrick-verschueren,Patrick  Verschueren,1962.0,,,Belgium
lindsay-de-vylder,Lindsay De Vylder,1995.0,70.0,184.0,Belgium
jaume-rovira-pous,Jaume  Rovira,1979.0,,,Spain
floyd-landis,Floyd  Landis,1975.0,68.0,178.0,United States
emanuele-bindi,Emanuele  Bindi,1981.0,,,Italy
daniel-von-flue,Daniel Von Flue,1970.0,,,Switzerland
bernard-gavillet,Bernard  Gavillet,1960.0,,,Switzerland
orlando-maini,Orlando  Maini,1958.0,,,Italy
jos-alberts,Jos  Alberts,1961.0,,,Netherlands
marco-engels,Marco  Engels,1973.0,,,Netherlands
mikkel-honore,Mikkel Frølich  Honoré,1997.0,68.0,185.0,Denmark
valery-baturo,Valery  Baturo,1970.0,,,Russia
daniel-pearson,Daniel  Pearson,1994.0,53.0,165.0,Great Britain
rene-dillen,René  Dillen,1951.0,,,Belgium
willy-vekemans,Willy  Vekemans,1945.0,,,Belgium
wout-poels,Wout  Poels,1987.0,66.0,186.0,Netherlands
marc-lotz,Marc  Lotz,1973.0,76.0,189.0,Netherlands
jo-maas,Jo  Maas,1954.0,,,Netherlands
wim-arras,Wim  Arras,1964.0,,,Belgium
joao-pedro-silva,João Pedro  Silva,1968.0,68.0,178.0,Portugal
rodolfo-ongarato,Rodolfo  Ongarato,1971.0,,,Italy
miguel-eduardo-florez,Miguel Eduardo  Flórez,1996.0,57.0,174.0,Colombia
paul-magnier,Paul  Magnier,2004.0,75.0,187.0,France
fiorenzo-aliverti,Fiorenzo  Aliverti,1957.0,,,Italy
stefano-locatelli,Stefano  Locatelli,1989.0,60.0,176.0,Italy
bjornar-vestol,Bjørnar  Vestøl,1974.0,85.0,190.0,Norway
rafael-tolosa,Rafael  Tolosa,1958.0,,,Colombia
jorge-perez,Jorge  Pérez,1964.0,,,Spain
steven-rooks,Steven  Rooks,1960.0,,,Netherlands
marcel-tinazzi,Marcel  Tinazzi,1953.0,,,France
stefano-dante,Stefano  Dante,1970.0,,,Italy
hans-peter-jakst,Hans-Peter  Jakst,1954.0,,,Germany
erich-jagsch,Erich  Jagsch,1955.0,,,Austria
rik-van-slycke,Rik Van Slycke,1963.0,,,Belgium
sergio-carrasco,Sergio  Carrasco,1985.0,56.0,174.0,Spain
michel-goffin,Michel  Goffin,1961.0,,,Belgium
cesar-fonte,César  Fonte,1986.0,60.0,170.0,Portugal
jean-luc-molineris,Jean-Luc  Molinéris,1950.0,,,France
joachim-halupczok,Joachim  Halupczok,1968.0,,,Poland
francois-lemarchand,Francois  Lemarchand,1960.0,,,France
john-murphy,John  Murphy,1984.0,81.0,185.0,United States
philip-zajicek,Philip  Zajicek,1979.0,,,United States
lukas-zumsteg,Lukas  Zumsteg,1972.0,,,Switzerland
michel-charreard,Michel  Charreard,1959.0,,,France
laurent-madouas,Laurent  Madouas,1967.0,70.0,186.0,France
timothy-jones,Timothy David  Jones,1975.0,,,Zimbabwe
michele-moro,Michele  Moro,1965.0,,,Italy
laurent-bezault,Laurent  Bezault,1966.0,,,France
walter-naegels,Walter  Naegels,1953.0,,,Belgium
stijn-devolder,Stijn  Devolder,1979.0,72.0,182.0,Belgium
simone-rebellin,Simone  Rebellin,1970.0,,,Italy
jurg-schneider,Jürg  Schneider,1949.0,,,Switzerland
antoine-raugel,Antoine  Raugel,1999.0,70.0,185.0,France
sebastien-hinault,Sébastien  Hinault,1974.0,63.0,175.0,France
bernard-hinault,Bernard  Hinault,1954.0,62.0,174.0,France
ralf-matzka,Ralf  Matzka,1989.0,69.0,177.0,Germany
erwin-thalmann,Erwin  Thalmann,1944.0,,,Switzerland
luis-sarreira,Luis Miguel  Sarreira,1972.0,,,Portugal
alberto-fernandez-blanco,Alberto  Fernández,1955.0,,,Spain
nicolas-vereecken,Nicolas  Vereecken,1990.0,72.0,181.0,Belgium
alessandro-pozzi,Alessandro  Pozzi,1954.0,,,Italy
jorg-muller,Jörg  Muller,1961.0,,,Switzerland
jaanus-kuum,Jaanus  Kuum,1964.0,,,Norway
giacomo-bazzan,Giacomo  Bazzan,1950.0,,,Italy
miguel-martinez-1,Miguel  Martinez,1976.0,50.0,164.0,France
laurent-genty,Laurent  Genty,1971.0,,,France
luka-pibernik,Luka  Pibernik,1993.0,60.0,177.0,Slovenia
clement-davy,Clément  Davy,1998.0,73.0,183.0,France
david-mcpartland,David  McPartland,1980.0,,,Australia
felix-engelhardt,Felix  Engelhardt,2000.0,68.0,180.0,Germany
jonathan-boyer,Jonathan  Boyer,1955.0,,,United States
orlando-sergio-rodrigues,Orlando Sergio  Rodrigues,1969.0,68.0,178.0,Portugal
frederic-guesdon,Frédéric  Guesdon,1971.0,73.0,185.0,France
manuel-ortega-ocana,Manuel  Ortega,1981.0,68.0,175.0,Spain
francisco-perez-sanchez,Francisco  Pérez,1978.0,76.0,189.0,Spain
olivier-vanconingsloo,Olivier  Vanconingsloo,1970.0,,,Belgium
david-latasa-lasa,David  Latasa,1974.0,66.0,184.0,Spain
roberto-traficante,Roberto  Traficante,1984.0,,,Italy
alvaro-lozano,Alvaro  Lozano,1964.0,,,Colombia
davide-frattini,Davide  Frattini,1978.0,63.0,180.0,Italy
jerome-cousin,Jérôme  Cousin,1989.0,74.0,180.0,France
roger-pingeon,Roger  Pingeon,1940.0,,,France
krzysztof-szczawinski,Krzysztof  Szczawiński,1979.0,,,Poland
fausto-masnada,Fausto  Masnada,1993.0,65.0,182.0,Italy
mads-christensen,Mads  Christensen,1984.0,69.0,182.0,Denmark
daniele-gallo,Daniele  Gallo,1967.0,,,Italy
gatis-smukulis,Gatis  Smukulis,1987.0,72.0,183.0,Latvia
declan-irvine,Declan  Irvine,1999.0,75.0,178.0,Australia
christian-henn,Christian  Henn,1964.0,,,Germany
stijn-ennekens,Stijn  Ennekens,1984.0,,,Belgium
manuel-martinez-1,Manuel  Martinez,1967.0,,,Spain
roger-blockx,Roger  Blockx,1943.0,,,Belgium
yonathan-monsalve,Yonathan  Monsalve,1989.0,62.0,176.0,Venezuela
jean-nuttli,Jean  Nüttli,1974.0,70.0,,Switzerland
domenico-passuello,Domenico  Passuello,1978.0,,,Italy
benjamin-levecot,Benjamin  Levecot,1977.0,,,France
rob-goris,Rob  Goris,1982.0,87.0,184.0,Belgium
serge-beucherie,Serge  Beucherie,1955.0,,,France
ivan-luna,Ivan  Luna,1970.0,,,Italy
abner-gonzalez-rivera,Abner  González,2000.0,60.0,174.0,Puerto Rico
thierry-claveyrolat,Thierry  Claveyrolat,1959.0,,,France
pedro-cardoso,Pedro  Cardoso,1974.0,,,Portugal
lennert-teugels,Lennert  Teugels,1993.0,64.0,175.0,Belgium
luc-wirtgen,Luc  Wirtgen,1998.0,63.0,180.0,Luxembourg
ventura-diaz,Ventura  Díaz,1937.0,72.0,171.0,Spain
willy-maes,Willy  Maes,1943.0,,,Belgium
domenico-perani,Domenico  Perani,1956.0,,,Italy
chad-beyer,Chad  Beyer,1986.0,63.0,178.0,United States
gonzalo-bayarri,Gonzalo  Bayarri,1976.0,67.0,175.0,Spain
jose-martin-farfan,José Martín  Farfán,1965.0,,,Colombia
wilfried-cretskens,Wilfried  Cretskens,1976.0,75.0,182.0,Belgium
yvan-martin,Yvan  Martin,1973.0,,,France
giorgio-aiardi,Giorgio  Aiardi,1962.0,,,Italy
michael-carter,Michael  Carter,1963.0,,,United States
italo-zilioli,Italo  Zilioli,1941.0,,,Italy
alessandro-iacchi,Alessandro  Iacchi,1999.0,59.0,170.0,Italy
gotzon-martin,Gotzon  Martín,1996.0,,,Spain
mike-weissmann,Mike  Weissmann,1966.0,,,Germany
daniele-asti,Daniele  Asti,1964.0,,,Italy
remo-rocchia,Remo  Rocchia,1951.0,,,Italy
stefano-checchin,Stefano  Checchin,1967.0,,,Italy
eddy-ratti,Eddy  Ratti,1977.0,64.0,179.0,Italy
ludo-delcroix,Ludo  Delcroix,1950.0,,,Belgium
pedro-pardo,Pedro  Pardo,1960.0,,,Spain
yuri-kashirin,Yuri Alekseyevich  Kashirin,1959.0,,,Russia
rene-andrle,René  Andrle,1974.0,70.0,178.0,Czech Republic
tony-rominger,Tony  Rominger,1961.0,65.0,175.0,Switzerland
cristian-rodriguez,Cristián  Rodríguez,1995.0,59.0,178.0,Spain
casimiro-moreda,Casimiro  Moreda,1962.0,,,Spain
gian-mario-ortenzi,Gian Mario  Ortenzi,1976.0,78.0,185.0,Italy
knut-knudsen,Knut  Knudsen,1950.0,79.0,185.0,Norway
artour-babaitsev,Artour  Babaitsev,1971.0,,,Russia
guy-gallopin,Guy  Gallopin,1956.0,,,France
gaizka-lejarreta,Gaizka  Lejarreta,1978.0,,,Spain
santiago-portillo-rosado,Santiago  Portillo,1963.0,,,Spain
floris-gerts,Floris  Gerts,1992.0,71.0,182.0,Netherlands
glauco-santoni,Glauco  Santoni,1952.0,,,Italy
vincent-cali,Vincent  Cali,1970.0,,,France
raoul-bruyndonckx,Raoul  Bruyndonckx,1958.0,,,Belgium
vladimir-pulnikov,Vladimir  Pulnikov,1965.0,,,Ukraine
nelson-nuno-sequeira-vitorino,Nélson Nuno  Vitorino,1975.0,,,Portugal
sture-pettersson,Sture  Pettersson,1942.0,75.0,188.0,Sweden
francisco-galvan,Francisco  Galván,1997.0,69.0,176.0,Spain
josip-rumac,Josip  Rumac,1994.0,71.0,182.0,Croatia
torsten-nitsche,Torsten  Nitsche,1977.0,,,Germany
jan-brzezny,Jan  Brzeźny,1951.0,,,Poland
mario-kummer,Mario  Kummer,1962.0,,,Germany
nikolai-galitchanin,Nikolai  Galitchanin,1967.0,,,Russia
roberto-longo,Roberto  Longo,1984.0,,,Italy
alexandre-blain,Alexandre  Blain,1981.0,82.0,187.0,France
thierry-degasperi,Thierry  Degasperi,1960.0,,,Belgium
hendrik-vandenbrande,Hendrik  Vandenbrande,1954.0,,,Belgium
kurt-van-keirsbulck,Kurt Van Keirsbulck,1965.0,,,Belgium
igor-romero-etxebarria,Igor  Romero,1986.0,,,Spain
viacheslav-kuznetsov,Viacheslav  Kuznetsov,1989.0,70.0,184.0,Russia
michael-blaudzun,Michael  Blaudzun,1973.0,66.0,180.0,Denmark
gregory-habeaux,Grégory  Habeaux,1982.0,68.0,183.0,Belgium
faustino-fernandez,Faustino  Fernández,1953.0,,,Spain
jean-denis-vandenbroucke,Jean-Denis  Vandenbroucke,1976.0,,,Belgium
eddy-seigneur,Eddy  Seigneur,1969.0,71.0,180.0,France
walter-magnago,Walter  Magnago,1960.0,,,Italy
rene-leuenberger,René  Leuenberger,1951.0,,,Switzerland
arturas-kasputis,Artūras  Kasputis,1967.0,83.0,183.0,Lithuania
robert-millar,Robert  Millar,1958.0,,,Great Britain
arnoldas-saprykinas,Arnoldas  Saprykinas,1973.0,,,Lithuania
jerry-cooman,Jerry  Cooman,1966.0,,,Belgium
pedro-saul,Pedro Saúl  Morales,1965.0,,,Colombia
alex-pedersen,Alex  Pedersen,1966.0,,,Denmark
paolo-valoti,Paolo  Valoti,1971.0,64.0,169.0,Italy
carlos-barbero,Carlos  Barbero,1991.0,66.0,178.0,Spain
gorka-verdugo,Gorka  Verdugo,1978.0,71.0,181.0,Spain
mario-aparicio-munoz,Mario  Aparicio,2000.0,69.0,185.0,Spain
eddy-bouwmans,Eddy  Bouwmans,1968.0,,,Netherlands
manuel-anton,Manuel Ángel  Antón,1966.0,,,Spain
matheo-vercher,Mattéo  Vercher,2001.0,,171.0,France
alexandre-delettre,Alexandre  Delettre,1997.0,62.0,170.0,France
eric-de-vlaeminck,Eric De Vlaeminck,1945.0,,,Belgium
juan-fuentes,Juan Manuel  Fuentes,1977.0,,,Spain
raul-alarcon,Raúl  Alarcón,1986.0,72.0,189.0,Spain
emilio-cuadrado,José Emilio  Cuadrado,1964.0,,,Spain
maximilian-schachmann,Maximilian  Schachmann,1994.0,70.0,183.0,Germany
antonio-jose-pecharroman-fabian,José Antonio  Pecharromán,1978.0,78.0,182.0,Spain
atle-pedersen,Atle  Pedersen,1964.0,70.0,173.0,Norway
nathan-haas,Nathan  Haas,1989.0,71.0,178.0,Australia
martien-kokkelkoren,Martien  Kokkelkoren,1969.0,,,Netherlands
johnny-schleck,Johny  Schleck,1942.0,72.0,186.0,Luxembourg
jonas-rutsch,Jonas  Rutsch,1998.0,82.0,197.0,Germany
ivan-santaromita,Ivan  Santaromita,1984.0,58.0,176.0,Italy
bauke-mollema,Bauke  Mollema,1986.0,64.0,184.0,Netherlands
remco-evenepoel,Remco  Evenepoel,2000.0,61.0,171.0,Belgium
sebastien-talabardon,Sébastien  Talabardon,1978.0,67.0,184.0,France
lucien-didier,Lucien  Didier,1950.0,67.0,178.0,Luxembourg
jamie-burrow,Jamie  Burrow,1977.0,,,Great Britain
carlos-garcia-pierna,Carlos  García Pierna,1999.0,58.0,171.0,Spain
wilfried-nelissen,Wilfried  Nelissen,1970.0,,,Belgium
pietro-guerra,Pietro  Guerra,1943.0,,,Italy
jose-carlos-prates-neves-fernandes,José  Neves,1995.0,61.0,175.0,Portugal
nick-barnes,Nick  Barnes,1964.0,,,Great Britain
marko-kump,Marko  Kump,1988.0,68.0,180.0,Slovenia
wilfried-peeters,Wilfried  Peeters,1964.0,76.0,185.0,Belgium
johan-coenen,Johan  Coenen,1979.0,67.0,178.0,Belgium
greg-gilmore,Greg  Gilmore,1961.0,,,United States
jorge-ruiz-cabestany,Jorge  Ruíz,1956.0,,,Spain
alberto-bettiol,Alberto  Bettiol,1993.0,69.0,180.0,Italy
giuseppe-tartaggia,Giuseppe  Tartaggia,1971.0,,,Italy
rik-reinerink,Rik  Reinerink,1973.0,,,Netherlands
louis-verreydt,Louis  Verreydt,1950.0,,,Belgium
lieven-malfait,Lieven  Malfait,1952.0,,,Belgium
nicolas-inaudi,Nicolas  Inaudi,1978.0,67.0,180.0,France
jon-bru,Jon  Bru,1977.0,,,Spain
julien-mortier,Julien  Mortier,1997.0,66.0,183.0,Belgium
francisco-rodriguez,José Francisco  Rodriguez Maldonado,1960.0,,,Colombia
steven-kleynen,Steven  Kleynen,1977.0,72.0,184.0,Belgium
christian-corre,Christian  Corre,1961.0,,,France
olaf-jentzsch,Olaf  Jentzsch,1958.0,,,Germany
keven-lacombe,Keven  Lacombe,1985.0,81.0,188.0,Canada
andriy-khripta,Andriy  Khripta,1986.0,,,Ukraine
mark-donovan,Mark  Donovan,1999.0,70.0,185.0,Great Britain
taco-van-der-hoorn,Taco van der Hoorn,1993.0,73.0,187.0,Netherlands
yuri-barinov,Yuri  Barinov,1955.0,,,Russia
laurenz-rex,Laurenz  Rex,1999.0,82.0,193.0,Belgium
leo-vincent,Léo  Vincent,1995.0,62.0,177.0,France
paolo-antonio-fanelli,Paolo Antonio  Fanelli,1966.0,,,Italy
marcel-van-der-slagmolen,Marcel Van der Slagmolen,1952.0,,,Belgium
fabio-sabatini,Fabio  Sabatini,1985.0,74.0,187.0,Italy
jens-renders,Jens  Renders,1981.0,,,Belgium
tranquillo-andreetta,Tranquillo  Andreetta,1955.0,,,Italy
peter-naessens,Peter  Naessens,1967.0,,,Belgium
pascal-poisson,Pascal  Poisson,1958.0,,,France
paul-de-keyser,Paul De Keyser,1957.0,,,Belgium
luca-cei,Luca  Cei,1975.0,,,Italy
bruno-bruyere,Bruno  Bruyere,1965.0,,,Belgium
ricardo-van-der-velde,Ricardo van der Velde,1987.0,,,Netherlands
angelo-furlan,Angelo  Furlan,1977.0,72.0,172.0,Italy
thomas-damuseau,Thomas  Damuseau,1989.0,64.0,173.0,France
kasper-klostergaard,Kasper  Klostergaard,1983.0,69.0,182.0,Denmark
pedro-autran-dourado-dutra-nicacio,Pedro  Nicácio,1981.0,72.0,188.0,Brazil
didier-bourrier,Didier  Bourrier,1955.0,,,France
vladimir-efimkin,Vladimir  Efimkin,1981.0,67.0,181.0,Russia
erik-dekker,Erik  Dekker,1970.0,66.0,182.0,Netherlands
madis-mihkels,Madis  Mihkels,2003.0,75.0,184.0,Estonia
german-nicolas-tivani-perez,German Nicolás  Tivani,1995.0,67.0,176.0,Argentina
wiebren-veenstra,Wiebren  Veenstra,1966.0,70.0,173.0,Netherlands
jay-robert-thomson,Jay Robert  Thomson,1986.0,75.0,185.0,South Africa
bert-scheirlinckx,Bert  Scheirlinckx,1974.0,67.0,184.0,Belgium
brayan-stiven-ramirez-chacon,Brayan Steven  Ramirez,1992.0,69.0,178.0,Colombia
dario-frigo,Dario  Frigo,1973.0,66.0,181.0,Italy
giuliano-biatta,Giuliano  Biatta,1957.0,,,Italy
jaka-primozic,Jaka  Primožič,1998.0,60.0,179.0,Slovenia
lachlan-norris,Lachlan  Norris,1987.0,67.0,177.0,Australia
albert-van-vlierberghe,Albert Van Vlierberghe,1942.0,,,Belgium
magnus-backstedt,Magnus  Bäckstedt,1975.0,94.0,194.0,Sweden
enrico-cecchetto,Enrico  Cecchetto,1968.0,,,Italy
mario-chiesa,Mario  Chiesa,1966.0,,,Italy
jean-raymond-toso,Jean-Raymond  Toso,1952.0,,,France
marc-meernhout,Marc  Meernhout,1952.0,,,Belgium
jean-ronsmans,Jean  Ronsmans,1947.0,,,Belgium
fabio-aru,Fabio  Aru,1990.0,63.0,183.0,Italy
ondrej-sosenka,Ondřej  Sosenka,1975.0,82.0,200.0,Czech Republic
alessandro-petacchi,Alessandro  Petacchi,1974.0,70.0,185.0,Italy
